0	1.0510277
0.00316	1.0502648
0.00632	1.0479434
0.00948	1.0439651
0.01264	1.0381577
0.0158	1.0302656
0.01896	1.0199312
0.02212	1.0066734
0.02528	0.98986057
0.02844	0.96867812
0.0316	0.94209528
0.03476	0.90884258
0.03792	0.86740939
0.04108	0.81608242
0.04424	0.75306936
0.0474	0.67670929
0.05056	0.58580981
0.05372	0.48004849
0.05688	0.36036336
0.06004	0.22917961
0.0632	0.090341182
0.06636	-0.051269869
0.06952	-0.19038818
0.07268	-0.32209169
0.07584	-0.44245059
0.079	-0.54894112
0.08216	-0.64052084
0.08532	-0.71742491
0.08848	-0.7807835
0.09164	-0.83222392
0.0948	-0.87352621
0.09796	-0.90639976
0.10112	-0.93236215
0.10428	-0.95268497
0.10744	-0.96839642
0.1106	-0.98030457
0.11376	-0.98902583
0.11692	-0.99501723
0.12008	-0.99860413
0.12324	-1
0.1264	-0.99932332
0.12956	-0.9966064
0.13272	-0.99180238
0.13588	-0.98478633
0.13904	-0.97535413
0.1422	-0.9632202
0.14536	-0.94801413
0.14852	-0.92928289
0.15168	-0.90649899
0.15484	-0.87908158
0.158	-0.84644366
0.16116	-0.80806435
0.16432	-0.76359715
0.16748	-0.71300764
0.17064	-0.65671762
0.1738	-0.59571716
0.17696	-0.53159073
0.18012	-0.46641203
0.18328	-0.40249457
0.18644	-0.34205895
0.1896	-0.28690865
0.19276	-0.23821003
0.19592	-0.19643648
0.19908	-0.16144909
0.20224	-0.13266239
0.2054	-0.10921549
0.20856	-0.090114144
0.21172	-0.07432509
0.21488	-0.060863702
0.21804	-0.04893813
0.2212	-0.038138484
0.22436	-0.028525968
0.22752	-0.020433301
0.23068	-0.014096192
0.23384	-0.009455141
0.237	-0.006224367
0.24016	-0.004050444
0.24332	-0.002617721
0.24648	-0.001685219
0.24964	-0.001082451
0.2528	-0.000694418
0.25596	-0.000445198
0.25912	-0.000285298
0.26228	-0.00018279
0.26544	-0.000117105
0.2686	-7.50154E-05
0.27176	-4.80519E-05
0.27492	-3.0781E-05
0.27808	-1.97167E-05
0.28124	-1.26302E-05
0.2844	-8.09071E-06
0.28756	-5.18336E-06
0.29072	-3.32183E-06
0.29388	-2.13019E-06
0.29704	-1.36828E-06
0.3002	-8.82444E-07
0.30336	-5.74568E-07
0.30652	-3.82605E-07
0.30968	-2.67837E-07
0.31284	-2.07088E-07
0.316	-1.88127E-07
0.318	 0.00000E-00
0.320	 0.00000E-00
