 -4.000000E+01   1.000000E+01   6.719400E+00
 -4.000000E+01   1.010000E+01   6.786400E+00
 -4.000000E+01   1.020000E+01   6.852400E+00
 -4.000000E+01   1.030000E+01   6.918400E+00
 -4.000000E+01   1.040000E+01   6.989400E+00
 -4.000000E+01   1.050000E+01   7.055400E+00
 -4.000000E+01   1.060000E+01   7.120400E+00
 -4.000000E+01   1.070000E+01   7.186400E+00
 -4.000000E+01   1.080000E+01   7.257400E+00
 -4.000000E+01   1.090000E+01   7.324400E+00
 -4.000000E+01   1.100000E+01   7.390400E+00
 -4.000000E+01   1.110000E+01   7.456400E+00
 -4.000000E+01   1.120000E+01   7.523400E+00
 -4.000000E+01   1.130000E+01   7.594400E+00
 -4.000000E+01   1.140000E+01   7.660400E+00
 -4.000000E+01   1.150000E+01   7.727400E+00
 -4.000000E+01   1.160000E+01   7.793400E+00
 -4.000000E+01   1.170000E+01   7.859400E+00
 -4.000000E+01   1.180000E+01   7.928400E+00
 -4.000000E+01   1.190000E+01   7.994400E+00
 -4.000000E+01   1.200000E+01   8.061400E+00
 -4.000000E+01   1.210000E+01   8.127400E+00
 -4.000000E+01   1.220000E+01   8.198400E+00
 -4.000000E+01   1.230000E+01   8.265400E+00
 -4.000000E+01   1.240000E+01   8.331400E+00
 -4.000000E+01   1.250000E+01   8.397400E+00
 -4.000000E+01   1.260000E+01   8.464400E+00
 -4.000000E+01   1.270000E+01   8.530400E+00
 -4.000000E+01   1.280000E+01   8.596400E+00
 -4.000000E+01   1.290000E+01   8.668400E+00
 -4.000000E+01   1.300000E+01   8.735400E+00
 -4.000000E+01   1.310000E+01   8.801400E+00
 -4.000000E+01   1.320000E+01   8.867400E+00
 -4.000000E+01   1.330000E+01   8.933400E+00
 -4.000000E+01   1.340000E+01   9.003400E+00
 -4.000000E+01   1.350000E+01   9.069400E+00
 -4.000000E+01   1.360000E+01   9.135400E+00
 -4.000000E+01   1.370000E+01   9.204400E+00
 -4.000000E+01   1.380000E+01   9.271400E+00
 -4.000000E+01   1.390000E+01   9.337400E+00
 -4.000000E+01   1.400000E+01   9.403400E+00
 -4.000000E+01   1.410000E+01   9.470400E+00
 -4.000000E+01   1.420000E+01   9.542400E+00
 -4.000000E+01   1.430000E+01   9.608400E+00
 -4.000000E+01   1.440000E+01   9.675400E+00
 -4.000000E+01   1.450000E+01   9.739400E+00
 -4.000000E+01   1.460000E+01   9.806400E+00
 -4.000000E+01   1.470000E+01   9.872400E+00
 -4.000000E+01   1.480000E+01   9.945400E+00
 -4.000000E+01   1.490000E+01   1.001140E+01
 -4.000000E+01   1.500000E+01   1.007740E+01
 -4.000000E+01   1.510000E+01   1.014440E+01
 -4.000000E+01   1.520000E+01   1.021040E+01
 -4.000000E+01   1.530000E+01   1.027640E+01
 -4.000000E+01   1.540000E+01   1.034640E+01
 -4.000000E+01   1.550000E+01   1.041240E+01
 -4.000000E+01   1.560000E+01   1.047840E+01
 -4.000000E+01   1.570000E+01   1.054540E+01
 -4.000000E+01   1.580000E+01   1.061440E+01
 -4.000000E+01   1.590000E+01   1.068140E+01
 -4.000000E+01   1.600000E+01   1.074740E+01
 -4.000000E+01   1.610000E+01   1.081340E+01
 -4.000000E+01   1.620000E+01   1.088040E+01
 -4.000000E+01   1.630000E+01   1.094640E+01
 -4.000000E+01   1.640000E+01   1.101940E+01
 -4.000000E+01   1.650000E+01   1.108540E+01
 -4.000000E+01   1.660000E+01   1.115240E+01
 -4.000000E+01   1.670000E+01   1.121640E+01
 -4.000000E+01   1.680000E+01   1.128340E+01
 -4.000000E+01   1.690000E+01   1.134940E+01
 -4.000000E+01   1.700000E+01   1.141540E+01
 -4.000000E+01   1.710000E+01   1.148940E+01
 -4.000000E+01   1.720000E+01   1.155540E+01
 -4.000000E+01   1.730000E+01   1.162140E+01
 -4.000000E+01   1.740000E+01   1.168840E+01
 -4.000000E+01   1.750000E+01   1.175440E+01
 -4.000000E+01   1.760000E+01   1.182040E+01
 -4.000000E+01   1.770000E+01   1.189040E+01
 -4.000000E+01   1.780000E+01   1.195740E+01
 -4.000000E+01   1.790000E+01   1.202340E+01
 -4.000000E+01   1.800000E+01   1.208940E+01
 -4.000000E+01   1.810000E+01   1.215640E+01
 -4.000000E+01   1.820000E+01   1.222640E+01
 -4.000000E+01   1.830000E+01   1.229240E+01
 -4.000000E+01   1.840000E+01   1.235840E+01
 -4.000000E+01   1.850000E+01   1.242540E+01
 -4.000000E+01   1.860000E+01   1.249140E+01
 -4.000000E+01   1.870000E+01   1.255740E+01
 -4.000000E+01   1.880000E+01   1.262440E+01
 -4.000000E+01   1.890000E+01   1.269840E+01
 -4.000000E+01   1.900000E+01   1.276440E+01
 -4.000000E+01   1.910000E+01   1.283140E+01
 -4.000000E+01   1.920000E+01   1.289740E+01
 -4.000000E+01   1.930000E+01   1.296340E+01
 -4.000000E+01   1.940000E+01   1.302940E+01
 -4.000000E+01   1.950000E+01   1.309640E+01
 -4.000000E+01   1.960000E+01   1.316240E+01
 -4.000000E+01   1.970000E+01   1.322840E+01
 -4.000000E+01   1.980000E+01   1.329540E+01
 -4.000000E+01   1.990000E+01   1.336140E+01
