 -9.000000E+01    0
 -8.900000E+01    0
 -8.800000E+01    0
 -8.700000E+01    0
 -8.600000E+01    0
 -8.500000E+01    0
 -8.400000E+01    0
 -8.300000E+01    0
 -8.200000E+01    0
 -8.100000E+01    0
 -8.000000E+01    0
 -7.900000E+01    0
 -7.800000E+01    0
 -7.700000E+01    0
 -7.600000E+01    0
 -7.500000E+01    0
 -7.400000E+01    0
 -7.300000E+01    0
 -7.200000E+01    0
 -7.100000E+01    0
 -7.000000E+01    0
 -6.900000E+01    0
 -6.800000E+01    0
 -6.700000E+01    0
 -6.600000E+01    0
 -6.500000E+01    0
 -6.400000E+01    0
 -6.300000E+01    0
 -6.200000E+01    0
 -6.100000E+01    0
 -6.000000E+01    0
 -5.900000E+01    0
 -5.800000E+01    0
 -5.700000E+01    0
 -5.600000E+01    0
 -5.500000E+01    0
 -5.400000E+01    0
 -5.300000E+01    0
 -5.200000E+01   -6.759100E-04
 -5.100000E+01   -1.028000E-03
 -5.000000E+01   -7.153200E-04
 -4.900000E+01   -6.390100E-04
 -4.800000E+01   -7.671300E-04
 -4.700000E+01   -5.308700E-04
 -4.600000E+01    6.078300E+00
 -4.500000E+01    6.076900E+00
 -4.400000E+01    6.078100E+00
 -4.300000E+01    6.081700E+00
 -4.200000E+01    6.087600E+00
 -4.100000E+01    6.095600E+00
 -4.000000E+01    6.105500E+00
 -3.900000E+01    6.117200E+00
 -3.800000E+01    6.130500E+00
 -3.700000E+01    6.145200E+00
 -3.600000E+01    6.161300E+00
 -3.500000E+01    6.178400E+00
 -3.400000E+01    6.196700E+00
 -3.300000E+01    6.215800E+00
 -3.200000E+01    6.235600E+00
 -3.100000E+01    6.256100E+00
 -3.000000E+01    6.277200E+00
 -2.900000E+01    6.298600E+00
 -2.800000E+01    6.320400E+00
 -2.700000E+01    6.342300E+00
 -2.600000E+01    6.364300E+00
 -2.500000E+01    6.386400E+00
 -2.400000E+01    6.408400E+00
 -2.300000E+01    6.430100E+00
 -2.200000E+01    6.451700E+00
 -2.100000E+01    6.472900E+00
 -2.000000E+01    6.493700E+00
