 -1.900000E+01    6.514000E+00
 -1.800000E+01    6.533800E+00
 -1.700000E+01    6.552900E+00
 -1.600000E+01    6.571300E+00
 -1.500000E+01    6.589100E+00
 -1.400000E+01    6.606000E+00
 -1.300000E+01    6.622000E+00
 -1.200000E+01    6.637100E+00
 -1.100000E+01    6.651300E+00
 -1.000000E+01    6.664400E+00
 -9.000000E+00    6.676500E+00
 -8.000000E+00    6.687500E+00
 -7.000000E+00    6.697300E+00
 -6.000000E+00    6.706000E+00
 -5.000000E+00    6.713400E+00
 -4.000000E+00    6.719500E+00
 -3.000000E+00    6.724300E+00
 -2.000000E+00    6.727800E+00
 -1.000000E+00    6.729900E+00
  0.000000E+00    6.730600E+00
  1.000000E+00    6.729800E+00
  2.000000E+00    6.727600E+00
  3.000000E+00    6.723900E+00
  4.000000E+00    6.718600E+00
  5.000000E+00    6.711800E+00
  6.000000E+00    6.703400E+00
  7.000000E+00    6.693500E+00
  8.000000E+00    6.681900E+00
  9.000000E+00    6.668600E+00
  1.000000E+01    6.653700E+00
  1.100000E+01    6.637100E+00
  1.200000E+01    6.618900E+00
  1.300000E+01    6.598800E+00
  1.400000E+01    6.577100E+00
  1.500000E+01    6.553600E+00
  1.600000E+01    6.528300E+00
  1.700000E+01    6.501300E+00
  1.800000E+01    6.472400E+00
  1.900000E+01    6.441700E+00
  2.000000E+01    6.409200E+00
  2.100000E+01    6.374900E+00
  2.200000E+01    6.338700E+00
  2.300000E+01    6.300700E+00
  2.400000E+01    6.260700E+00
  2.500000E+01    6.218900E+00
  2.600000E+01    6.175200E+00
  2.700000E+01    6.129600E+00
  2.800000E+01    6.082100E+00
  2.900000E+01    6.032600E+00
  3.000000E+01    5.981200E+00
  3.100000E+01    5.927900E+00
  3.200000E+01    5.872600E+00
  3.300000E+01    5.815300E+00
  3.400000E+01    5.756000E+00
  3.500000E+01    5.694800E+00
  3.600000E+01    5.631500E+00
  3.700000E+01    5.566200E+00
  3.800000E+01    5.498900E+00
  3.900000E+01    5.429500E+00
  4.000000E+01    5.358100E+00
  4.100000E+01    5.284500E+00
  4.200000E+01    5.208900E+00
  4.300000E+01    5.131100E+00
  4.400000E+01    5.051200E+00
  4.500000E+01    4.969000E+00
  4.600000E+01    4.884700E+00
  4.700000E+01    4.798100E+00
  4.800000E+01    4.709200E+00
  4.900000E+01    4.617900E+00
  5.000000E+01    4.524200E+00
  5.100000E+01    4.428100E+00
  5.200000E+01    4.329400E+00
  5.300000E+01    4.228100E+00
  5.400000E+01    4.124100E+00
  5.500000E+01    4.017300E+00
  5.600000E+01    3.907500E+00
  5.700000E+01    3.794500E+00
  5.800000E+01    3.678300E+00
  5.900000E+01    3.558500E+00
  6.000000E+01    3.435000E+00
  6.100000E+01    3.307300E+00
  6.200000E+01    3.175200E+00
  6.300000E+01    3.038100E+00
  6.400000E+01    2.895500E+00
  6.500000E+01    2.746600E+00
  6.600000E+01    2.590500E+00
  6.700000E+01    2.425900E+00
  6.800000E+01    2.251200E+00
  6.900000E+01    2.064100E+00
  7.000000E+01    1.861400E+00
  7.100000E+01    1.638300E+00
  7.200000E+01    1.387300E+00
  7.300000E+01    1.095100E+00
  7.400000E+01    7.335600E-01
  7.500000E+01    2.622600E-01
  7.600000E+01    2.190600E+00
  7.700000E+01   -5.041500E+00
  7.800000E+01   -1.403000E-02
  7.900000E+01   -1.406100E+00
  8.000000E+01   -2.085600E+00
  8.100000E+01   -2.382100E+00
  8.200000E+01   -2.534600E+00
  8.300000E+01   -2.609500E+00
  8.400000E+01   -2.641100E+00
  8.500000E+01   -2.641500E+00
  8.600000E+01   -2.611700E+00
  8.700000E+01   -2.570900E+00
  8.800000E+01   -2.514300E+00
  8.900000E+01   -2.454600E+00
  9.000000E+01   -2.371000E+00
